Count_Vert;Count_edge;density;degree_assort;estr_index;max_clique
296.0;167.0;0.003825011452130096;0.3921378306236352;490.8158265621542;2.0
297.0;167.0;0.0037992537992537993;0.4458792933369198;490.7475874184891;2.0
299.0;168.0;0.0037709591254966217;0.4451219512195121;494.5245222150372;2.0
301.0;169.0;0.003743078626799557;0.44576185671039364;497.6106834846677;2.0
292.0;166.0;0.003907169420514993;0.4876938507831181;486.91849363044804;2.0
297.0;166.0;0.0037765037765037767;0.4377002654948268;488.8491939348427;2.0
290.0;160.0;0.003818160124090204;0.36127744510978055;473.25839619787973;2.0
293.0;164.0;0.0038337463182009446;0.3921637839745852;482.48336062620393;2.0
295.0;164.0;0.0037818517237403434;0.41218637992831475;484.0146127835628;2.0
300.0;169.0;0.0037681159420289855;0.4067201604814436;496.30653645525433;2.0
288.0;162.0;0.0039198606271777;0.4237034263246575;475.665139442372;2.0
290.0;163.0;0.0038897506264168953;0.39410835424217056;478.7316430451159;2.0
295.0;166.0;0.003827971866712787;0.4438144329896905;487.90332307741676;2.0
291.0;165.0;0.0039104159260575895;0.4611805045309822;484.3541183227548;2.0
297.0;165.0;0.0037537537537537537;0.3672247684968675;486.43883114176805;2.0
294.0;165.0;0.0038308838893919344;0.3955490429526519;484.90396558437686;2.0
288.0;160.0;0.0038714672861014324;0.3591246580695587;472.28425205182214;2.0
296.0;163.0;0.003733394411360513;0.3231340837066987;481.7638824171871;2.0
298.0;163.0;0.003683366099473482;0.23704446673353496;482.91291025644415;2.0
298.0;168.0;0.0037963527896413803;0.4468358496627049;493.53553789322706;2.0
293.0;163.0;0.0038103698162606945;0.3932787408273947;479.82180820954267;2.0
291.0;162.0;0.0038393174546747246;0.3945454545454547;477.42642046682994;2.0
304.0;170.0;0.0036911585895431647;0.3429123603058565;500.0922102191015;2.0
294.0;166.0;0.003854101367509461;0.4329148518233832;487.0873676513731;2.0
297.0;166.0;0.0037765037765037767;0.3743718592964835;488.0759937481233;2.0
294.0;163.0;0.0037844489331568805;0.33547902585559514;480.1505089146914;2.0
299.0;167.0;0.0037485129402258085;0.3624215980365421;491.8437676639147;2.0
300.0;167.0;0.0037235228539576368;0.38844639750984145;492.26305533874955;2.0
300.0;166.0;0.003701226309921962;0.33688415446071834;490.6216670016379;2.0
294.0;161.0;0.003738013976921827;0.2994923857868021;476.5565431432269;2.0
296.0;166.0;0.0038021071919377004;0.48030977096721045;489.495002800914;2.0
290.0;160.0;0.003818160124090204;0.2940434919634414;472.302151899878;2.0
287.0;159.0;0.003874174605881923;0.366002098635886;469.3654403829623;2.0
292.0;163.0;0.0038365579249635172;0.3243523316062181;479.8806708843728;2.0
299.0;168.0;0.0037709591254966217;0.4451219512195121;494.5245222150372;2.0
295.0;166.0;0.003827971866712787;0.4010309278350513;487.85484719165;2.0
295.0;165.0;0.0038049117952265654;0.43706777316735934;485.782145073087;2.0
299.0;168.0;0.0037709591254966217;0.3739837398373984;493.5595726769023;2.0
295.0;162.0;0.0037357315807679003;0.33994985374007514;480.2281368135927;2.0
297.0;164.0;0.003731003731003731;0.31943319838056744;484.2988942469885;2.0
304.0;170.0;0.0036911585895431647;0.36892345766307266;500.29545692751896;2.0
290.0;163.0;0.0038897506264168953;0.3549717942241302;479.21064772953986;2.0
300.0;170.0;0.00379041248606466;0.46733510888297036;498.97813012562005;2.0
287.0;152.0;0.0037036134597110207;0.4039215686274513;455.2992045513768;2.0
295.0;164.0;0.0037818517237403434;0.5121370775821039;484.0574764906032;2.0
292.0;159.0;0.0037424092642282165;0.5867744730002878;474.1429456772082;2.0
292.0;158.0;0.003718872099044391;0.5148121387283237;471.2348193092594;2.0
298.0;167.0;0.003773755451607801;0.41237555784414665;491.3521358262307;2.0
297.0;166.0;0.0037765037765037767;0.43770026549482605;488.8683063427176;2.0
291.0;165.0;0.0039104159260575895;0.4746509919177077;484.3632792035115;2.0
287.0;157.0;0.0038254428498330937;0.33576213421083595;465.3225980131384;2.0
299.0;164.0;0.003681174384413369;0.23980222496909717;485.42501302858886;2.0
296.0;162.0;0.0037104901511681174;0.3195727829113163;479.65186529361426;2.0
296.0;165.0;0.0037792029317453048;0.3526873283640645;485.3578481886515;2.0
299.0;167.0;0.0037485129402258085;0.4079629124625032;491.89224354968144;2.0
300.0;166.0;0.003701226309921962;0.3320232079356167;490.7619046645951;2.0
287.0;159.0;0.003874174605881923;0.3993704092339972;469.79047104119104;2.0
285.0;154.0;0.0038052878675562144;0.31472491909385164;459.01465403644085;2.0
288.0;161.0;0.0038956639566395663;0.35359908230570725;473.2782306372025;2.0
289.0;163.0;0.0039167627835447905;0.4417808219178081;478.64483926852535;2.0
291.0;163.0;0.0038630169451356797;0.4052764524277298;479.54759847115963;2.0
294.0;166.0;0.003854101367509461;0.4590190646895873;487.8212528330823;2.0
293.0;164.0;0.0038337463182009446;0.40596266369462264;482.6337597407902;2.0
295.0;167.0;0.0038510319381990085;0.47598358677286995;490.5356017427723;2.0
301.0;167.0;0.003698781838316722;0.3377294106797015;493.0412713889384;2.0
294.0;165.0;0.0038308838893919344;0.3955490429526519;484.90396558437675;2.0
293.0;164.0;0.0038337463182009446;0.40596266369462264;482.6337597407901;2.0
299.0;169.0;0.003793405310767435;0.4504718851613925;496.26378121592995;2.0
296.0;163.0;0.003733394411360513;0.37657086657195965;482.6885652262608;2.0
288.0;161.0;0.0038956639566395663;0.4300108932461874;474.104056876895;2.0
297.0;168.0;0.003822003822003822;0.4497963096093942;493.1776199462995;2.0
287.0;161.0;0.003922906361930752;0.4327575835696483;474.3947447552407;2.0
