1;2;3;4;5;modularity_52.A@OD2_54.A@OG1_54.A@N_52.A@OD1;7;8;9;10;11;12;13;14;15;modularity_52.B@OD2_54.B@OG1_54.B@N_52.B@OD1;17;18;19;20;modularity_124.B@OD1_71.B@NE2_126.B@N_124.B@OD2_46.B@NH2;modularity_124.B@OD1_71.B@NE2_126.B@N_124.B@OD2_125.B@OD2_46.B@NE2;23;24;25;26;27;modularity_124.A@OD1_126.A@N_46.A@NE2_124.A@OD2_71.A@NE2;29;30;31;32;33;34;35
0;0.226540943;0.164937933;3.33E-16;0;0.384640662;0;0.276487955;0.089911055;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0.319804116;2.22E-16;0.28265117;0.058886358;0;0.465278261;0.230323128;0.08851719;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0.291587438;0.041622118;0;2.22E-16;0.174516908;2.22E-16;0.319597097;0.093888801;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0.203937305;0.438385805;2.22E-16;0;0.360512498;1.11E-16;0.326265427;0.107250437;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0.215348954;0.059242689;0;0;0.364276132;0;0.250594419;0.135539874;0;0.464263753;0;0;0.140460631;0.246972334;0.243062266;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0.302582613;0;0.278522837;0.073318128;2.22E-16;0;0;0;-0.225975709;0.232038824;-0.010907813;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0.177238824;0;0;0;0.302676358;0;0.246038139;0.084001655;0;0;-0.319796609;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0.18484622;0.142058824;0;0;0.318763288;3.33E-16;-0.033637198;0.07676167;0;0.441761719;0;0;0;0;0;0;0;-0.099745967;0.481328422;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1.11E-16;0.196831068;0.350314084;0;0;0.201849093;0;0.277394636;0.10843383;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0.187190317;0.228989683;0;0;0.251818381;4.44E-16;0.231497558;0.347847014;0;0.489668753;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0.417224776;0.401363111;1.11E-16;0;0.397482916;4.44E-16;0.244930451;0.072992802;0;0;0;0;0.385091293;0.267877859;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1.11E-16;0.443217139;0;3.33E-16;0;0.389242306;0;0.099825851;-0.029938613;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1.11E-16;0.183644653;0.364981287;0;0;0.239428875;0;0.283897599;0.093956766;0;0.496231099;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0.403956898;0.15007721;0;0;0.478463385;0;0.307833714;0.072980111;0;0.494744021;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0.403810065;0;0;0;0.315280255;0;0.305989285;0.095139365;0;0.466219762;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0.153930431;0.447907627;0;0;0.311140557;0;0.409153504;0.042026376;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0.19277891;0.37710794;0;0;0.064251814;0;0.281350149;0.100836952;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0.177319295;0.48672475;0;1.11E-16;0.336060875;0;0.170549747;0.013920846;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0.341054375;0;0.29315751;0.095848956;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0.450900312;0.170758073;-2.22E-16;0;0.245976704;0;0.009493542;0.06879872;0;0.379923225;0;0;0.120282693;0.210236784;0.1652131;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1.11E-16;0;0;0;0;0.358912243;0;0.375302858;0.073940934;0;0.478043233;0;0;0;0;0;0;0;0;0;0.192828088;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1.11E-16;0.259286814;0.427320467;0;0;0.350781678;1.11E-16;0.096173607;0.037731168;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0.278875816;0.478807185;-1.11E-16;0;0.41430209;0;0.339911673;0.1120432;0;0;0;0;0.186752306;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1.11E-16;0.121049997;-0.053922711;-2.22E-16;0;0.364133788;1.11E-16;0.277874638;0.075342207;0;0.427055359;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0.308137895;0;0.306937951;0.096715356;-1.11E-16;0.483073316;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;1.11E-16;0.343335757;-2.22E-16;0;0.345785997;1.11E-16;0.189542781;0.063810657;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0.214676172;0.215957219;0;-1.11E-16;0.321049532;0;0.114588648;0.167804217;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0.141088435;-0.320232;0;0;0.273516679;1.11E-16;0.25928516;0.128803492;0;0;0;0;0;0;0;0;0;0;0;0;0.234581055;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0.366121222;0;0.333956364;0.108679865;0;0;0;0;0.267083187;0.248008285;0.348136896;0;0;1.11E-16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0.279398778;0;0.288552759;0.100150685;0;0;0;0;0;0;0;0;0;0;0;0;0;1.11E-16;0.164406853;0;0;0;0;0;0;0;0;0;0;0
0;0.186304609;0.380858455;0;0;0;0;0.297703914;0.099533932;0;0;0;0;0.174575933;0.211280189;0.265453823;0;-1.11E-16;0;0;0;0;0;0;0.287933956;0.472956045;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0.343685758;0;0.284466092;0.138792092;0;0;0;0;0;0;0;0;0;1.11E-16;0;0;0.294945453;0;0;0;0;-0.278791937;0.181239765;0;0;0;0;0;0;0
0;0.241883995;0.41012927;0;2.22E-16;0.228485353;4.44E-16;0.280170703;0.126479098;0;0;0;0;0;0;0;0;0;-0.096213049;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0.335943511;0;0.187843344;0.130862275;0;0;-0.031218577;0.012156048;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0.203332538;0.251551822;0;0;0.30416974;0;0.257180372;0.109787361;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1.11E-16;0.03743118;-0.179593573;2.22E-16;0;0.199475845;0;0.282658126;0.116153646;0;0.428400966;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;2.22E-16;0;0.222573399;-2.22E-16;0.176556059;0.060979437;0;0.468183709;0.341392118;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.169705466;0;0;0;0;0;0
0;0.194194511;0.436551607;2.22E-16;0;0.300270362;-1.11E-16;0.283440285;0.101029557;0;0;0;0;0;0;0;0;0;0;0.052771404;0;0;0;0;0;0;0;0;0;0.061286601;0;0;0;0;0
0;0;0;0;0;0.179747485;-2.22E-16;0.252913362;0.086544855;0;0;0.30888846;-0.162666504;0;0;0;0;2.22E-16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0.01702011;0;-2.22E-16;0;0.070243287;0;0.292199085;0.075888724;0;0.456380975;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0.306760056;0.304172754;0;0;0.32325621;1.11E-16;0.063716816;0.032065569;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0.358147439;0;0.044639797;-0.011319722;0;0.483254769;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.272610255;-0.078002021;0;0;0;0;0;0;0
0;0.230839527;0.416249608;1.11E-16;0;0.283002539;0;0.133321122;0.094099068;0;0.411683809;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0.200926738;0;0;1.11E-16;0;0;0;0;0;0;0;0;0;0;0;0;0;1.11E-16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0.240171735;-0.177578692;0;0;0;1.11E-16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.078661111;0.091913529;0;0;0
1.11E-16;0.419808989;0.465387268;0;2.22E-16;0;0;0;0;0;0;0;0;-0.221241082;0.011995606;-0.066508885;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1.11E-16;-1.11E-16;0.433058588;0;0;0;-1.11E-16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0.121674966;0.188450397;0;0;0.256363432;0;0.056720525;-0.014007827;0;0;0;0;-0.014579589;0.325022645;0.246205087;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0.17469414;0.418764548;-2.22E-16;0;0.21348008;0;0.381113045;0.065927719;0;0.286996265;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0.203634027;0.224875474;2.22E-16;0;0.398027459;0;0.341144512;0.086803426;0;0.485996809;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0.131178742;0;0;2.22E-16;0.285010727;1.11E-16;0.297851418;0.084236456;0;0.46603622;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0.346360296;2.22E-16;0.154129425;0.06471806;0;0;0.276244072;0;0;0;0;0;0;1.11E-16;0;0;0;0;0;0;0;0;0;0;0;0;0;1.11E-16;0;0
0;0.141669964;0;0;0;0.278216958;0;0.243557889;0.053943495;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0.185796801;0.407030939;0;0;0.245658128;4.44E-16;0.233490388;0.063921584;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0.232100366;0.212768383;1.11E-16;0;0.300734692;0;0.277911186;0.13336254;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;-2.22E-16;0;0.342198774;2.22E-16;0.150542027;0.164241109;0;0;0.000265957;-0.273914823;0;0;0;0;0;0;0;0;0;2.22E-16;0;0;0;0;0;0;0;0;0;0;0;0
0;0.49248546;0.068367096;0;0;0.25743151;2.22E-16;0.235042529;0.144741978;0;0;0;0;0;0;0;0;0;-0.095858018;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0.301776422;-2.22E-16;0.161354263;0.043955976;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1.11E-16;0.460668057;0;3.33E-16;0;0.378407691;-2.22E-16;0.28950114;0.087221221;0;0.463155479;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.019601978;0
1.11E-16;0.09817981;-0.070934959;0;0;0.36396336;1.11E-16;0.312163087;0.111423648;0;0.410143018;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0.265918164;0.186446819;1.11E-16;0;0.333150405;0;0.294443476;0.090029511;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0.254556469;-0.217687151;0;-1.11E-16;0.263920683;0;0.154243931;0.135418928;0;0;0;0;-0.162861744;0.21203749;0.016914452;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0.196005138;0.443801499;1.11E-16;0;0.318889458;0;0.317916897;0.082876977;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1.11E-16;0.238269049;-0.127210579;2.22E-16;1.11E-16;0.345537273;0;0.206431267;0.119491173;0;0.365077902;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0.172442228;-0.109026111;0;0;0.368202897;0;0.292277985;0.109644125;0;0;0;0;0;0;0;1.11E-16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0.356586521;0;-4.44E-16;0;0.352798366;-2.22E-16;0.140176834;0.02931869;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0.205381185;0.096200559;0;0;0.37912398;0;0.324994504;0.099710272;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0.189287126;0.31929865;0;1.11E-16;0.318874469;0;0.271817739;0.104899463;0;0;0;0;0.239144219;0.154652118;0.20416032;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0.132366595;-0.083270345;0;0;0.185385057;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.007351692
0;0.181699864;0;0;-1.11E-16;0.34445408;0;0.261543227;0.083031068;0;0.485127662;0;0;0.159087213;0.228603061;0.209096258;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0.235424892;0.393231199;0;0;0.375819763;0;0.264505086;0.127313848;0;0;0;0;0.065631507;0.033028756;-0.02676674;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0.212020804;0.261383673;0;0;0.20753125;0;0.281241233;0.134409521;0;0;0;0;0.32024756;0.18175714;0.210754544;0;3.33E-16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
